total_views,total_likes,median_views,median_likes,mean_views,gini_views,gini_likes,cards_holding_half_of_views,cards_under_100_views,top1pct_views,top1pct_likes,top10pct_views,top_card_id,top_card_views,top_card_likes,top_card_share,top_card_like_rate,median_like_rate_1k_plus,top1pct_views_excl_top_card,suspect_cards,suspect_share_views,top1pct_views_excl_suspect,raw_all_cards_top1pct_views
44575023,302260,133.0,2.0,7966.938873994638,0.942,0.93,47,2511,0.5328641333510922,0.4699596373982664,0.9336668205420781,2101206603240477030,3491422,1963,0.07832686928731367,0.0005622351007698296,0.007560126464174704,0.4966686829618465,9,0.12430748493388326,0.4980730651989826,0.5230077152965704
