id,v,f,like_rate,family,t,url
2101206603240477030,3491422,1963,0.0005622351007698296,classification_routing_triage,,https://x.com/masa_okamura108/status/2101206603240477030
2101095644467511578,527680,856,0.0016221952698605216,other_or_meta,,https://x.com/AskVenice/status/2101095644467511578
2100300097695232164,338066,566,0.0016742292925050139,agent_harness_and_tool_gating,,https://x.com/fazxes/status/2100300097695232164
2101640575812239406,311779,203,0.0006511022230490187,browser_and_computer_use,,https://x.com/SUOHA_AI/status/2101640575812239406
2100650582662930648,236826,96,0.0004053608978743888,collaboration_and_typing,,https://x.com/lalejo28/status/2100650582662930648
2102039447676014933,170769,39,0.00022837868699822567,games_control_loops_simulation,,https://x.com/useBuddy/status/2102039447676014933
2102068383617278134,168100,53,0.0003152885187388459,evals_and_judging,,https://x.com/lalejo28/status/2102068383617278134
2100652480648360352,152438,77,0.0005051233944292105,browser_and_computer_use,,https://x.com/0bullnet/status/2100652480648360352
2100939189869002819,143929,150,0.0010421805195617282,data_and_telemetry,,https://x.com/mightyking/status/2100939189869002819
