cards,share_posts,share_views,share_likes,games_share_of_realtime,non_game_cards,non_game_share_of_all_posts,non_game_share_of_non_game_posts,non_game_share_views,measured_production,measured_production_non_game,production_claims,v1_share_all_cards
1152,0.20589812332439678,0.2567123745511023,0.2812909415734798,0.6736111111111112,376,0.06720285969615729,0.08311229000884174,0.1513667418634871,2,2,7,0.25821515046696647
