total_views,total_likes,median_views,median_likes,mean_views,gini_views,gini_likes,cards_holding_half_of_views,cards_under_100_views,top1pct_views,top1pct_likes,top10pct_views,top_card_id,top_card_views,top_card_likes,top_card_share,top_card_like_rate,median_like_rate_1k_plus,top1pct_views_excl_top_card,suspect_cards,suspect_share_views,top1pct_views_excl_suspect,raw_all_cards_top1pct_views
45139439,309022,134.0,2.0,7906.715536871607,0.941,0.93,49,2556,0.5336907044857159,0.474856159108413,0.9324402768940039,2101206603240477030,3491422,1963,0.0773474832064262,0.0005622351007698296,0.0076448049947374485,0.4980128825821407,9,0.12275316492081348,0.4958764779310695,0.5230077152965704
