cards,share_posts,share_views,share_likes,games_share_of_realtime,non_game_cards,non_game_share_of_all_posts,non_game_share_of_non_game_posts,non_game_share_views,measured_production,measured_production_non_game,production_claims,v1_share_all_cards
1738,0.3044315992292871,0.3958953278085711,0.41387020988796913,0.5857307249712314,720,0.1261166579085654,0.1554739797020082,0.2787725385776283,2,2,22,0.25821515046696647
