share_of_cards_top,share_of_views
0.00017295053614666206,0.07432382910105922
0.0020754064337599448,0.2564662803359065
0.003977862331373227,0.35540927033316233
0.00588031822898651,0.4251798196812321
0.007782774126599792,0.4723817742021218
0.009685230024213076,0.5109461552860112
0.011587685921826357,0.5441833050709143
0.01349014181943964,0.5739492213960594
0.015392597717052923,0.6003696924091292
0.017295053614666205,0.6242586051045975
0.019197509512279488,0.6459252676201915
0.02109996540989277,0.6654142560908318
0.023002421307506054,0.6832561201873075
0.024904877205119337,0.6999203781674095
0.02680733310273262,0.7150229600090549
0.0287097890003459,0.7290761506629934
0.030612244897959183,0.7423799130314073
0.03251470079557247,0.7547310148506436
0.03441715669318575,0.7660403677135182
0.03631961259079903,0.776662600957016
0.038222068488412315,0.7867036627298957
0.040124524386025595,0.7961460333764555
0.04202698028363888,0.8049787072320564
0.04392943618125216,0.8134905350964792
0.04583189207886544,0.821502807966543
0.04773434797647873,0.8289439145156606
0.04963680387409201,0.8359350234926236
0.051539259771705294,0.8424541448557065
0.053441715669318574,0.8485843000596328
0.05534417156693186,0.8543496930515875
0.05724662746454514,0.8596048659853841
0.05914908336215842,0.8645194380792889
0.061051539259771706,0.8692612403971585
0.06295399515738499,0.8738307412651478
0.06485645105499827,0.8780802050689537
0.06675890695261155,0.882163051199395
0.06866136285022484,0.8861189383667666
0.07056381874783813,0.8898318494099804
0.0724662746454514,0.8933536833820148
0.07436873054306468,0.8967559664592472
0.07627118644067797,0.9000205829345057
0.07817364233829124,0.9031417638810648
0.08007609823590453,0.9061002653514706
0.08197855413351782,0.9089501151539509
0.08388101003113109,0.9116668113155859
0.08578346592874438,0.9142810717746234
0.08768592182635766,0.9167202634019566
0.08958837772397095,0.9190520167518562
0.09149083362158422,0.9212444856457928
0.09339328951919751,0.9233380951459506
0.0952957454168108,0.9253576878260894
0.09719820131442407,0.9273215284062484
0.09910065721203735,0.9292080313081995
0.10100311310965064,0.931006552755696
0.10290556900726393,0.9327339099152077
0.1048080249048772,0.9344017896530531
0.10671048080249049,0.9360140875913388
0.10861293670010377,0.937589898664651
0.11051539259771705,0.9391117883674979
0.11241784849533033,0.9405699431381799
0.11432030439294362,0.941966683319919
0.1162227602905569,0.9433091402428003
0.11812521618817018,0.9446130879832213
0.12002767208578347,0.9458675847392005
0.12193012798339675,0.9470844663899243
0.12383258388101002,0.9482682884716259
0.12573503977862333,0.9494173054050011
0.12763749567623658,0.9505326241427795
0.12953995157384987,0.9516123500927892
0.13144240747146316,0.9526589526111194
0.13334486336907644,0.953662149809916
0.13524731926668973,0.9546420371387324
0.13714977516430302,0.9555938036107052
0.1390522310619163,0.956518981929614
0.14095468695952956,0.9574148260011871
0.14285714285714285,0.9582786110187054
0.14475959875475614,0.9591112097718211
0.14666205465236942,0.959924181401538
0.1485645105499827,0.9607181858219834
0.150466966447596,0.9614894551363661
0.15236942234520928,0.9622369036795088
0.15427187824282254,0.9629695573736686
0.15617433414043583,0.9636874587939507
0.15807679003804911,0.9643884153224482
0.1599792459356624,0.9650659768307556
0.1618817018332757,0.9657243156791616
0.16378415773088897,0.9663630061166163
0.16568661362850226,0.9669891156105476
0.16758906952611552,0.9675983227877991
0.1694915254237288,0.9681968436136992
0.1713939813213421,0.9687805908781688
0.17329643721895538,0.9693533750531045
0.17519889311656867,0.9699123223189196
0.17710134901418195,0.9704566024610667
0.17900380491179524,0.9709839377114293
0.1809062608094085,0.9714992880697382
0.18280871670702178,0.9720031431497007
0.18471117260463507,0.9724946940243222
0.18661362850224836,0.9729739406936025
0.18851608439986164,0.9734437569771284
0.19041854029747493,0.9739007581540533
0.19232099619508822,0.9743471368422841
0.19422345209270148,0.9747837871190255
0.19612590799031476,0.9752100277825977
0.19802836388792805,0.9756290519658746
0.19993081978554134,0.9760407532310938
0.20183327568315462,0.9764466855695876
0.2037357315807679,0.9768424850330943
0.2056381874783812,0.9772293437245541
0.20754064337599445,0.9776068358929167
0.20944309927360774,0.9779763878041994
0.21134555517122103,0.9783365306172801
0.21324801106883431,0.9786883074222309
0.2151504669664476,0.9790333573605938
0.2170529228640609,0.9793714036941865
0.21895537876167417,0.9797028934616113
0.22085783465928743,0.9800289549031502
0.22276029055690072,0.9803492474179636
0.224662746454514,0.9806635155554213
0.2265652023521273,0.9809711206889487
0.22846765824974058,0.9812742767240049
0.23037011414735387,0.9815725791970927
0.23227257004496715,0.9818652830438748
0.2341750259425804,0.9821533036291084
0.2360774818401937,0.9824361300515335
0.23797993773780698,0.982713442997863
